Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Stress Index,Temp Diff [K],Temp_Diff_x_Wear,Speed_x_Torque,Machine failure,TWF,HDF,PWF,OSF,RNF,is_anomaly
298.9,309.1,2861,4.6,143,657.8,10.200000000000045,1458.6000000000065,13160.599999999999,1,0,0,1,0,0,1
298.9,309.1,1383,54.9,145,7960.5,10.200000000000045,1479.0000000000066,75926.7,0,0,0,0,0,0,0
298.8,309.0,1497,43.8,147,6438.599999999999,10.199999999999989,1499.3999999999983,65568.59999999999,0,0,0,0,0,0,0
298.7,309.0,1565,35.1,152,5335.2,10.300000000000011,1565.6000000000017,54931.5,0,0,0,0,0,0,0
298.7,309.0,1691,30.1,154,4635.400000000001,10.300000000000011,1586.2000000000016,50899.100000000006,0,0,0,0,0,0,0
298.8,309.1,1512,40.7,156,6349.200000000001,10.300000000000011,1606.8000000000018,61538.4,0,0,0,0,0,0,0
298.8,309.1,1477,42.4,158,6699.2,10.300000000000011,1627.400000000002,62624.799999999996,0,0,0,0,0,0,0
298.8,309.1,1513,40.3,160,6448.0,10.300000000000011,1648.0000000000018,60973.899999999994,0,0,0,0,0,0,0
298.8,309.0,1661,29.5,162,4779.0,10.199999999999989,1652.3999999999983,48999.5,0,0,0,0,0,0,0
298.8,309.1,1378,54.4,165,8976.0,10.300000000000011,1699.5000000000018,74963.2,0,0,0,0,0,0,0
298.8,309.1,1393,52.6,167,8784.2,10.300000000000011,1720.100000000002,73271.8,0,0,0,0,0,0,0
298.8,309.0,1592,38.2,169,6455.8,10.199999999999989,1723.7999999999981,60814.4,0,0,0,0,0,0,0
298.8,309.0,1829,22.9,172,3938.7999999999997,10.199999999999989,1754.399999999998,41884.1,0,0,0,0,0,0,0
298.9,309.0,1812,25.9,174,4506.599999999999,10.100000000000023,1757.400000000004,46930.799999999996,0,0,0,0,0,0,0
299.0,309.1,1523,38.6,177,6832.2,10.100000000000023,1787.700000000004,58787.8,0,0,0,0,0,0,0
299.0,309.1,1394,45.1,179,8072.900000000001,10.100000000000023,1807.9000000000042,62869.4,0,0,0,0,0,0,0
298.9,308.9,1679,28.7,181,5194.7,10.0,1810.0,48187.299999999996,0,0,0,0,0,0,0
298.8,308.9,1466,44.1,184,8114.400000000001,10.099999999999966,1858.3999999999937,64650.6,0,0,0,0,0,0,0
298.8,308.9,1527,32.4,189,6123.599999999999,10.099999999999966,1908.8999999999935,49474.799999999996,0,0,0,0,0,0,0
298.9,309.0,1410,65.7,191,12548.7,10.100000000000023,1929.1000000000045,92637.0,1,0,0,1,1,0,0
298.9,309.0,1924,22.6,193,4361.8,10.100000000000023,1949.3000000000043,43482.4,0,0,0,0,0,0,0
298.9,309.1,1452,45.5,196,8918.0,10.200000000000045,1999.200000000009,66066.0,0,0,0,0,0,0,0
298.9,309.1,1369,44.4,198,8791.199999999999,10.200000000000045,2019.600000000009,60783.6,0,0,0,0,0,0,0
299.0,309.1,1592,35.0,200,7000.0,10.100000000000023,2020.0000000000045,55720.0,0,0,0,0,0,0,0
298.9,309.0,1601,32.3,202,6524.599999999999,10.100000000000023,2040.2000000000046,51712.299999999996,0,0,0,0,0,0,0
298.8,308.9,1379,46.7,204,9526.800000000001,10.099999999999966,2060.3999999999933,64399.3,0,0,0,0,0,0,0
298.8,308.9,1461,47.9,206,9867.4,10.099999999999966,2080.599999999993,69981.9,0,0,0,0,0,0,0
298.8,308.9,1455,41.3,208,8590.4,10.099999999999966,2100.799999999993,60091.49999999999,1,1,0,0,0,0,0
298.8,308.9,1398,51.5,0,0.0,10.099999999999966,0.0,71997.0,0,0,0,0,0,0,0
298.8,308.9,1402,37.9,2,75.8,10.099999999999966,20.199999999999932,53135.799999999996,0,0,0,0,0,0,0
298.8,308.8,1445,49.9,4,199.6,10.0,40.0,72105.5,0,0,0,0,0,0,0
298.9,308.9,1450,47.5,9,427.5,10.0,90.0,68875.0,0,0,0,0,0,0,0
298.9,308.9,1453,40.8,11,448.79999999999995,10.0,110.0,59282.399999999994,0,0,0,0,0,0,0
299.0,309.0,1469,40.1,13,521.3000000000001,10.0,130.0,58906.9,0,0,0,0,0,0,0
298.9,308.9,1422,47.6,15,714.0,10.0,150.0,67687.2,0,0,0,0,0,0,0
299.0,309.0,1804,26.8,17,455.6,10.0,170.0,48347.200000000004,0,0,0,0,0,0,0
299.0,309.0,1436,43.9,20,878.0,10.0,200.0,63040.4,0,0,0,0,0,0,0
299.0,309.0,1544,31.8,25,795.0,10.0,250.0,49099.200000000004,0,0,0,0,0,0,0
299.0,309.0,1419,45.2,27,1220.4,10.0,270.0,64138.8,0,0,0,0,0,0,0
298.9,308.9,1487,39.5,30,1185.0,10.0,300.0,58736.5,0,0,0,0,0,0,0
298.9,308.9,1753,25.8,33,851.4,10.0,330.0,45227.4,0,0,0,0,0,0,0
298.9,308.9,1830,24.9,35,871.5,10.0,350.0,45567.0,0,0,0,0,0,0,0
298.9,308.9,1727,27.1,37,1002.7,10.0,370.0,46801.700000000004,0,0,0,0,0,0,0
299.1,309.0,1450,43.0,40,1720.0,9.899999999999977,395.9999999999991,62350.0,0,0,0,0,0,0,0
299.0,308.9,1622,31.9,42,1339.8,9.899999999999977,415.79999999999905,51741.799999999996,0,0,0,0,0,0,0
299.0,309.0,1351,52.2,44,2296.8,10.0,440.0,70522.2,0,0,0,0,0,0,0
299.0,309.0,1575,35.3,47,1659.1,10.0,470.0,55597.49999999999,0,0,0,0,0,0,0
298.9,308.9,1750,29.9,50,1495.0,10.0,500.0,52325.0,0,0,0,0,0,0,0
298.9,308.8,1529,32.7,53,1733.1000000000001,9.900000000000034,524.7000000000019,49998.3,0,0,0,0,0,0,0
298.8,308.8,1523,44.4,55,2442.0,10.0,550.0,67621.2,0,0,0,0,0,0,0
298.8,308.9,1852,25.0,57,1425.0,10.099999999999966,575.699999999998,46300.0,0,0,0,0,0,0,0
298.8,308.8,1991,20.7,59,1221.3,10.0,590.0,41213.7,0,0,0,0,0,0,0
298.8,308.8,1555,40.6,61,2476.6,10.0,610.0,63133.0,0,0,0,0,0,0,0
298.8,308.8,1441,40.5,63,2551.5,10.0,630.0,58360.5,0,0,0,0,0,0,0
298.8,308.7,1450,43.4,66,2864.4,9.899999999999977,653.3999999999985,62930.0,0,0,0,0,0,0,0
298.8,308.7,1591,31.1,68,2114.8,9.899999999999977,673.1999999999985,49480.100000000006,0,0,0,0,0,0,0
298.8,308.7,1445,48.5,70,3395.0,9.899999999999977,692.9999999999984,70082.5,0,0,0,0,0,0,0
298.8,308.8,1497,46.8,72,3369.6,10.0,720.0,70059.59999999999,0,0,0,0,0,0,0
298.9,308.8,1621,32.7,75,2452.5,9.900000000000034,742.5000000000025,53006.700000000004,0,0,0,0,0,0,0
298.9,308.7,1572,34.1,80,2728.0,9.800000000000011,784.0000000000009,53605.200000000004,0,0,0,0,0,0,0
298.8,308.6,1872,22.5,82,1845.0,9.800000000000011,803.6000000000009,42120.0,0,0,0,0,0,0,0
298.7,308.6,1499,43.5,84,3654.0,9.900000000000034,831.6000000000029,65206.5,0,0,0,0,0,0,0
298.8,308.7,1498,39.5,89,3515.5,9.899999999999977,881.099999999998,59171.0,0,0,0,0,0,0,0
298.8,308.6,1486,41.9,92,3854.7999999999997,9.800000000000011,901.600000000001,62263.4,0,0,0,0,0,0,0
298.8,308.6,1680,29.4,95,2793.0,9.800000000000011,931.0000000000011,49392.0,0,0,0,0,0,0,0
298.8,308.6,1431,45.7,97,4432.900000000001,9.800000000000011,950.600000000001,65396.700000000004,0,0,0,0,0,0,0
298.9,308.7,1564,34.1,99,3375.9,9.800000000000011,970.2000000000012,53332.4,0,0,0,0,0,0,0
298.8,308.6,1599,33.0,101,3333.0,9.800000000000011,989.8000000000011,52767.0,0,0,0,0,0,0,0
298.8,308.6,1707,28.1,103,2894.3,9.800000000000011,1009.4000000000012,47966.700000000004,0,0,0,0,0,0,0
298.7,308.5,1467,40.7,106,4314.200000000001,9.800000000000011,1038.800000000001,59706.9,0,0,0,0,0,0,0
298.9,308.7,1433,44.7,108,4827.6,9.800000000000011,1058.4000000000012,64055.100000000006,0,0,0,0,0,0,0
298.9,308.7,1558,41.2,110,4532.0,9.800000000000011,1078.0000000000014,64189.600000000006,0,0,0,0,0,0,0
299.0,308.8,1310,50.7,112,5678.400000000001,9.800000000000011,1097.6000000000013,66417.0,0,0,0,0,0,0,0
298.9,308.7,1546,43.4,114,4947.599999999999,9.800000000000011,1117.2000000000012,67096.4,0,0,0,0,0,0,0
298.9,308.7,1727,29.4,116,3410.3999999999996,9.800000000000011,1136.8000000000013,50773.799999999996,0,0,0,0,0,0,0
298.9,308.6,1560,32.2,118,3799.6000000000004,9.700000000000045,1144.6000000000054,50232.00000000001,0,0,0,0,0,0,0
299.0,308.6,1329,60.5,120,7260.0,9.600000000000023,1152.0000000000027,80404.5,0,0,0,0,0,0,0
298.9,308.6,1413,46.5,122,5673.0,9.700000000000045,1183.4000000000055,65704.5,0,0,0,0,0,0,0
299.0,308.6,1587,38.6,124,4786.400000000001,9.600000000000023,1190.4000000000028,61258.200000000004,0,0,0,0,0,0,0
298.9,308.5,1559,34.3,126,4321.799999999999,9.600000000000023,1209.6000000000029,53473.7,0,0,0,0,0,0,0
298.8,308.4,1473,41.1,128,5260.8,9.599999999999966,1228.7999999999956,60540.3,0,0,0,0,0,0,0
298.8,308.4,1737,27.7,130,3601.0,9.599999999999966,1247.9999999999955,48114.9,0,0,0,0,0,0,0
298.7,308.4,1441,43.2,132,5702.400000000001,9.699999999999989,1280.3999999999985,62251.200000000004,0,0,0,0,0,0,0
298.7,308.4,1430,49.6,135,6696.0,9.699999999999989,1309.4999999999984,70928.0,0,0,0,0,0,0,0
298.8,308.4,1369,53.0,138,7314.0,9.599999999999966,1324.7999999999952,72557.0,0,0,0,0,0,0,0
298.8,308.5,1711,28.5,140,3990.0,9.699999999999989,1357.9999999999984,48763.5,0,0,0,0,0,0,0
298.7,308.5,1420,45.7,143,6535.1,9.800000000000011,1401.4000000000017,64894.00000000001,0,0,0,0,0,0,0
298.7,308.6,1297,55.3,148,8184.4,9.900000000000034,1465.200000000005,71724.09999999999,0,0,0,0,0,0,0
298.8,308.6,1449,49.4,150,7410.0,9.800000000000011,1470.0000000000018,71580.59999999999,0,0,0,0,0,0,0
298.8,308.6,1268,55.8,155,8649.0,9.800000000000011,1519.0000000000018,70754.4,0,0,0,0,0,0,0
298.8,308.6,1511,36.1,157,5667.7,9.800000000000011,1538.6000000000017,54547.1,0,0,0,0,0,0,0
298.7,308.5,1544,35.2,159,5596.8,9.800000000000011,1558.2000000000019,54348.8,0,0,0,0,0,0,0
298.6,308.4,1778,28.2,161,4540.2,9.799999999999955,1577.7999999999927,50139.6,0,0,0,0,0,0,0
298.6,308.4,1407,50.5,164,8282.0,9.799999999999955,1607.1999999999925,71053.5,0,0,0,0,0,0,0
298.6,308.4,1391,42.4,169,7165.599999999999,9.799999999999955,1656.1999999999923,58978.4,0,0,0,0,0,0,0
298.5,308.4,1513,33.6,172,5779.2,9.899999999999977,1702.799999999996,50836.8,0,0,0,0,0,0,0
298.5,308.4,1612,36.1,174,6281.400000000001,9.899999999999977,1722.599999999996,58193.200000000004,0,0,0,0,0,0,0
298.4,308.4,1515,40.1,179,7177.900000000001,10.0,1790.0,60751.5,0,0,0,0,0,0,0
298.3,308.3,1379,48.0,181,8688.0,10.0,1810.0,66192.0,0,0,0,0,0,0,0
298.4,308.3,1473,39.9,184,7341.599999999999,9.900000000000034,1821.6000000000063,58772.7,0,0,0,0,0,0,0
298.4,308.3,1422,42.7,186,7942.200000000001,9.900000000000034,1841.4000000000065,60719.4,0,0,0,0,0,0,0
298.4,308.2,1463,37.6,188,7068.8,9.800000000000011,1842.4000000000021,55008.8,0,0,0,0,0,0,0
298.4,308.2,1584,41.0,191,7831.0,9.800000000000011,1871.8000000000022,64944.0,0,0,0,0,0,0,0
298.4,308.2,1850,27.0,194,5238.0,9.800000000000011,1901.200000000002,49950.0,0,0,0,0,0,0,0
298.4,308.2,1528,36.2,196,7095.200000000001,9.800000000000011,1920.8000000000022,55313.600000000006,0,0,0,0,0,0,0
298.4,308.2,1987,19.8,198,3920.4,9.800000000000011,1940.4000000000024,39342.6,0,0,0,0,0,0,1
298.4,308.1,1495,46.0,203,9338.0,9.700000000000045,1969.1000000000092,68770.0,0,0,0,0,0,0,0
298.4,308.2,1478,43.5,206,8961.0,9.800000000000011,2018.8000000000025,64293.0,0,0,0,0,0,0,0
298.4,308.2,1499,40.0,211,8440.0,9.800000000000011,2067.8000000000025,59960.0,0,0,0,0,0,0,0
298.4,308.2,1471,47.0,214,10058.0,9.800000000000011,2097.2000000000025,69137.0,0,0,0,0,0,0,0
298.4,308.2,1282,60.7,216,13111.2,9.800000000000011,2116.8000000000025,77817.40000000001,1,0,0,0,1,0,1
298.3,308.1,1412,52.3,218,11401.4,9.800000000000011,2136.4000000000024,73847.59999999999,1,0,0,0,1,0,0
298.3,308.1,1586,35.5,0,0.0,9.800000000000011,0.0,56303.0,0,0,0,0,0,0,0
298.4,308.2,1468,43.8,2,87.6,9.800000000000011,19.600000000000023,64298.399999999994,0,0,0,0,0,0,0
298.5,308.3,1440,43.6,5,218.0,9.800000000000011,49.00000000000006,62784.0,0,0,0,0,0,0,0
298.5,308.4,1733,26.0,8,208.0,9.899999999999977,79.19999999999982,45058.0,0,0,0,0,0,0,0
298.4,308.2,1612,32.6,10,326.0,9.800000000000011,98.00000000000011,52551.200000000004,0,0,0,0,0,0,0
298.4,308.3,1458,42.9,15,643.5,9.900000000000034,148.5000000000005,62548.2,0,0,0,0,0,0,0
298.4,308.3,1433,62.3,20,1246.0,9.900000000000034,198.00000000000068,89275.9,1,0,0,1,0,0,0
298.4,308.3,1318,59.1,22,1300.2,9.900000000000034,217.80000000000075,77893.8,0,0,0,0,0,0,0
298.4,308.2,1610,35.0,24,840.0,9.800000000000011,235.20000000000027,56350.0,0,0,0,0,0,0,0
298.2,308.1,1462,50.8,27,1371.6,9.900000000000034,267.3000000000009,74269.59999999999,0,0,0,0,0,0,0
298.1,308.0,1924,20.8,29,603.2,9.899999999999977,287.09999999999934,40019.200000000004,0,0,0,0,0,0,0
298.2,308.0,1591,33.7,32,1078.4,9.800000000000011,313.60000000000036,53616.700000000004,0,0,0,0,0,0,0
298.2,308.1,1306,58.3,35,2040.5,9.900000000000034,346.5000000000012,76139.8,0,0,0,0,0,0,0
298.2,308.1,1382,43.5,37,1609.5,9.900000000000034,366.30000000000126,60117.0,0,0,0,0,0,0,0
298.2,308.1,1618,34.7,39,1353.3000000000002,9.900000000000034,386.10000000000133,56144.600000000006,0,0,0,0,0,0,0
298.2,308.2,1988,21.4,41,877.4,10.0,410.0,42543.2,0,0,0,0,0,0,0
298.2,308.2,1436,50.2,43,2158.6,10.0,430.0,72087.2,0,0,0,0,0,0,0
298.2,308.3,1304,49.8,45,2241.0,10.100000000000023,454.500000000001,64939.2,0,0,0,0,0,0,0
298.2,308.3,1475,49.9,47,2345.2999999999997,10.100000000000023,474.70000000000107,73602.5,0,0,0,0,0,0,0
298.2,308.3,1824,24.2,49,1185.8,10.100000000000023,494.9000000000011,44140.799999999996,0,0,0,0,0,0,0
298.1,308.2,1342,48.1,54,2597.4,10.099999999999966,545.3999999999982,64550.200000000004,0,0,0,0,0,0,0
298.1,308.2,1485,40.7,57,2319.9,10.099999999999966,575.699999999998,60439.50000000001,0,0,0,0,0,0,0
298.2,308.2,1667,30.6,59,1805.4,10.0,590.0,51010.200000000004,0,0,0,0,0,0,0
298.2,308.2,1446,38.2,61,2330.2000000000003,10.0,610.0,55237.200000000004,0,0,0,0,0,0,0
298.1,308.3,1301,56.0,63,3528.0,10.199999999999989,642.5999999999992,72856.0,0,0,0,0,0,0,0
298.2,308.4,1379,43.1,65,2801.5,10.199999999999989,662.9999999999993,59434.9,0,0,0,0,0,0,0
298.3,308.5,1606,33.6,67,2251.2000000000003,10.199999999999989,683.3999999999992,53961.600000000006,0,0,0,0,0,0,0
298.3,308.4,1539,43.4,69,2994.6,10.099999999999966,696.8999999999976,66792.59999999999,0,0,0,0,0,0,0
298.2,308.4,1477,49.9,72,3592.7999999999997,10.199999999999989,734.3999999999992,73702.3,0,0,0,0,0,0,0
298.2,308.4,1666,34.6,74,2560.4,10.199999999999989,754.7999999999992,57643.600000000006,0,0,0,0,0,0,0
298.2,308.4,1398,51.8,76,3936.7999999999997,10.199999999999989,775.1999999999991,72416.4,0,0,0,0,0,0,0
298.2,308.4,1678,34.6,81,2802.6,10.199999999999989,826.1999999999991,58058.8,0,0,0,0,0,0,0
298.2,308.5,2678,10.7,86,920.1999999999999,10.300000000000011,885.800000000001,28654.6,1,0,0,1,0,0,1
298.3,308.5,1453,42.9,89,3818.1,10.199999999999989,907.799999999999,62333.7,0,0,0,0,0,0,0
298.3,308.6,1432,49.5,91,4504.5,10.300000000000011,937.3000000000011,70884.0,0,0,0,0,0,0,0
298.4,308.6,1527,40.9,96,3926.3999999999996,10.200000000000045,979.2000000000044,62454.299999999996,0,0,0,0,0,0,0
298.4,308.7,1588,35.0,99,3465.0,10.300000000000011,1019.7000000000012,55580.0,0,0,0,0,0,0,0
298.4,308.6,1433,47.1,101,4757.1,10.200000000000045,1030.2000000000046,67494.3,0,0,0,0,0,0,0
298.4,308.6,1609,35.0,103,3605.0,10.200000000000045,1050.6000000000047,56315.0,0,0,0,0,0,0,0
298.3,308.5,1575,41.2,105,4326.0,10.199999999999989,1070.9999999999989,64890.00000000001,0,0,0,0,0,0,0
298.4,308.5,1636,35.7,107,3819.9,10.100000000000023,1080.7000000000025,58405.200000000004,0,0,0,0,0,0,0
298.4,308.5,1490,37.9,110,4169.0,10.100000000000023,1111.0000000000025,56471.0,0,0,0,0,0,0,0
298.4,308.5,1741,32.8,112,3673.5999999999995,10.100000000000023,1131.2000000000025,57104.799999999996,0,0,0,0,0,0,0
298.5,308.6,1344,53.0,114,6042.0,10.100000000000023,1151.4000000000026,71232.0,0,0,0,0,0,0,0
298.5,308.7,1609,35.3,117,4130.099999999999,10.199999999999989,1193.3999999999987,56797.7,0,0,0,0,0,0,0
298.4,308.7,1421,60.7,119,7223.3,10.300000000000011,1225.7000000000014,86254.7,1,0,0,1,0,0,0
298.4,308.6,1591,36.7,122,4477.400000000001,10.200000000000045,1244.4000000000055,58389.700000000004,0,0,0,0,0,0,0
298.4,308.6,1477,44.0,124,5456.0,10.200000000000045,1264.8000000000056,64988.0,0,0,0,0,0,0,0
298.4,308.7,1523,36.1,126,4548.6,10.300000000000011,1297.8000000000015,54980.3,0,0,0,0,0,0,0
298.5,308.7,1575,33.9,128,4339.2,10.199999999999989,1305.5999999999985,53392.5,0,0,0,0,0,0,0
298.4,308.7,1344,52.9,130,6877.0,10.300000000000011,1339.0000000000014,71097.59999999999,0,0,0,0,0,0,0
298.4,308.7,1386,44.9,135,6061.5,10.300000000000011,1390.5000000000016,62231.4,0,0,0,0,0,0,0
298.3,308.6,1589,37.1,137,5082.7,10.300000000000011,1411.1000000000015,58951.9,0,0,0,0,0,0,0
298.3,308.6,1548,40.3,140,5642.0,10.300000000000011,1442.0000000000016,62384.399999999994,0,0,0,0,0,0,0
298.3,308.6,1499,38.3,142,5438.599999999999,10.300000000000011,1462.6000000000017,57411.7,0,0,0,0,0,0,0
298.3,308.5,1664,31.6,144,4550.400000000001,10.199999999999989,1468.7999999999984,52582.4,0,0,0,0,0,0,0
298.3,308.6,1447,38.1,146,5562.6,10.300000000000011,1503.8000000000015,55130.700000000004,0,0,0,0,0,0,0
298.3,308.5,1434,46.2,148,6837.6,10.199999999999989,1509.5999999999983,66250.8,0,0,0,0,0,0,0
298.3,308.5,1416,52.7,151,7957.700000000001,10.199999999999989,1540.1999999999982,74623.2,0,0,0,0,0,0,0
298.4,308.5,1827,24.3,153,3717.9,10.100000000000023,1545.3000000000034,44396.1,0,0,0,0,0,0,0
298.4,308.6,1304,45.0,158,7110.0,10.200000000000045,1611.6000000000072,58680.0,0,0,0,0,0,0,0
298.4,308.6,1569,34.4,160,5504.0,10.200000000000045,1632.0000000000073,53973.6,0,0,0,0,0,0,0
298.3,308.6,1584,29.3,162,4746.6,10.300000000000011,1668.6000000000017,46411.200000000004,0,0,0,0,0,0,0
298.3,308.5,1362,53.8,164,8823.199999999999,10.199999999999989,1672.7999999999981,73275.59999999999,0,0,0,0,0,0,0
298.3,308.4,1329,49.2,166,8167.200000000001,10.099999999999966,1676.5999999999945,65386.8,0,0,0,0,0,0,0
298.3,308.5,1539,36.1,168,6064.8,10.199999999999989,1713.599999999998,55557.9,0,0,0,0,0,0,0
298.3,308.5,1629,37.1,170,6307.0,10.199999999999989,1733.9999999999982,60435.9,0,0,0,0,0,0,0
298.3,308.5,1538,32.2,173,5570.6,10.199999999999989,1764.599999999998,49523.600000000006,0,0,0,0,0,0,0
298.3,308.6,1570,34.8,175,6089.999999999999,10.300000000000011,1802.500000000002,54635.99999999999,0,0,0,0,0,0,0
298.3,308.4,1408,43.1,177,7628.7,10.099999999999966,1787.699999999994,60684.8,0,0,0,0,0,0,0
298.2,308.4,1424,47.6,179,8520.4,10.199999999999989,1825.799999999998,67782.40000000001,0,0,0,0,0,0,0
298.2,308.4,1512,34.9,181,6316.9,10.199999999999989,1846.199999999998,52768.799999999996,0,0,0,0,0,0,0
298.2,308.4,1478,42.9,183,7850.7,10.199999999999989,1866.5999999999979,63406.2,0,0,0,0,0,0,0
298.1,308.3,1680,33.7,185,6234.500000000001,10.199999999999989,1886.999999999998,56616.00000000001,0,0,0,0,0,0,0
298.1,308.3,1495,38.7,188,7275.6,10.199999999999989,1917.5999999999979,57856.50000000001,0,0,0,0,0,0,0
298.0,308.1,1552,36.6,190,6954.0,10.100000000000023,1919.0000000000043,56803.200000000004,0,0,0,0,0,0,0
